50,53,14
47,50,11
-16.8206,-1.20748,-4.00715
0.7
39,1,34,4
39,1,35,3
40,1,35,4
41,1,35,5
42,1,35,6
40,1,36,3
41,1,36,4
42,1,36,5
43,1,36,6
39,2,34,3
40,2,34,4
39,2,35,2
40,2,35,3
41,2,35,4
42,2,35,5
43,2,35,6
40,2,36,2
41,2,36,3
42,2,36,4
43,2,36,5
44,2,36,6
42,2,37,3
43,2,37,4
44,2,37,5
45,2,37,6
40,3,34,3
40,3,35,2
41,3,35,3
42,3,35,4
43,3,35,5
44,3,35,6
41,3,36,2
42,3,36,3
43,3,36,4
44,3,36,5
45,3,36,6
46,3,36,7
42,3,37,2
43,3,37,3
44,3,37,4
45,3,37,5
46,3,37,6
41,4,35,2
42,4,35,3
43,4,35,4
44,4,35,5
45,4,35,6
42,4,36,2
43,4,36,3
44,4,36,4
45,4,36,5
46,4,36,6
47,4,36,7
43,4,37,2
44,4,37,3
45,4,37,4
46,4,37,5
47,4,37,6
45,4,38,3
46,4,38,4
44,5,35,4
45,5,35,5
46,5,35,6
43,5,36,2
44,5,36,3
45,5,36,4
46,5,36,5
47,5,36,6
44,5,37,2
45,5,37,3
46,5,37,4
47,5,37,5
48,5,37,6
46,5,38,3
47,5,38,4
48,5,38,5
45,6,35,4
46,6,35,5
44,6,36,2
45,6,36,3
46,6,36,4
47,6,36,5
48,6,36,6
45,6,37,2
46,6,37,3
47,6,37,4
48,6,37,5
49,6,37,6
47,6,38,3
48,6,38,4
49,6,38,5
48,6,39,3
49,6,39,4
50,6,39,5
47,7,36,4
48,7,36,5
46,7,37,2
47,7,37,3
48,7,37,4
49,7,37,5
48,7,38,3
49,7,38,4
50,7,38,5
49,7,39,3
50,7,39,4
51,7,39,5
48,8,36,4
48,8,37,3
49,8,37,4
50,8,37,5
48,8,38,2
49,8,38,3
50,8,38,4
51,8,38,5
50,8,39,3
51,8,39,4
52,8,39,5
51,8,40,3
52,8,40,4
49,9,37,3
50,9,37,4
51,9,37,5
50,9,38,3
51,9,38,4
52,9,38,5
50,9,39,2
51,9,39,3
52,9,39,4
53,9,39,5
52,9,40,3
53,9,40,4
54,9,40,5
51,10,37,4
51,10,38,3
52,10,38,4
53,10,38,5
51,10,39,2
52,10,39,3
53,10,39,4
54,10,39,5
53,10,40,3
54,10,40,4
55,10,40,5
55,10,41,4
52,11,38,3
53,11,38,4
54,11,38,5
52,11,39,2
53,11,39,3
54,11,39,4
55,11,39,5
53,11,40,2
54,11,40,3
55,11,40,4
56,11,40,5
57,11,40,6
55,11,41,3
56,11,41,4
53,12,38,3
54,12,38,4
55,12,38,5
53,12,39,2
54,12,39,3
55,12,39,4
56,12,39,5
54,12,40,2
55,12,40,3
56,12,40,4
57,12,40,5
58,12,40,6
56,12,41,3
57,12,41,4
58,12,41,5
54,13,38,3
55,13,38,4
54,13,39,2
55,13,39,3
56,13,39,4
57,13,39,5
55,13,40,2
56,13,40,3
57,13,40,4
58,13,40,5
59,13,40,6
56,13,41,2
57,13,41,3
58,13,41,4
59,13,41,5
56,14,38,4
56,14,39,3
57,14,39,4
58,14,39,5
56,14,40,2
57,14,40,3
58,14,40,4
59,14,40,5
60,14,40,6
57,14,41,2
58,14,41,3
59,14,41,4
60,14,41,5
60,14,42,4
57,15,38,4
57,15,39,3
58,15,39,4
59,15,39,5
60,15,39,6
57,15,40,2
58,15,40,3
59,15,40,4
60,15,40,5
61,15,40,6
59,15,41,3
60,15,41,4
61,15,41,5
62,15,41,6
60,15,42,3
61,15,42,4
62,15,42,5
58,16,39,3
59,16,39,4
60,16,39,5
61,16,39,6
59,16,40,3
60,16,40,4
61,16,40,5
62,16,40,6
60,16,41,3
61,16,41,4
62,16,41,5
63,16,41,6
61,16,42,3
62,16,42,4
63,16,42,5
26,17,1,8
27,17,1,9
28,17,1,10
29,17,1,11
27,17,2,8
28,17,2,9
29,17,2,10
30,17,2,11
28,17,3,8
29,17,3,9
59,17,39,3
60,17,39,4
61,17,39,5
