47,34,19
44,31,16
-5.89522,-0.375022,-2.45552
0.25
30,1,24,5
31,1,24,6
32,1,24,7
33,1,24,8
31,1,25,5
32,1,25,6
33,1,25,7
34,1,25,8
33,1,26,6
34,1,26,7
35,1,26,8
30,2,24,4
31,2,24,5
32,2,24,6
33,2,24,7
34,2,24,8
35,2,24,9
31,2,25,4
32,2,25,5
33,2,25,6
34,2,25,7
35,2,25,8
33,2,26,5
34,2,26,6
35,2,26,7
36,2,26,8
31,3,24,4
32,3,24,5
33,3,24,6
34,3,24,7
35,3,24,8
36,3,24,9
32,3,25,4
33,3,25,5
34,3,25,6
35,3,25,7
36,3,25,8
37,3,25,9
34,3,26,5
35,3,26,6
36,3,26,7
37,3,26,8
35,4,22,9
36,4,22,10
35,4,23,8
36,4,23,9
37,4,23,10
32,4,24,4
33,4,24,5
34,4,24,6
35,4,24,7
36,4,24,8
37,4,24,9
38,4,24,10
33,4,25,4
34,4,25,5
35,4,25,6
36,4,25,7
37,4,25,8
38,4,25,9
35,4,26,5
36,4,26,6
37,4,26,7
38,4,26,8
35,5,22,8
36,5,22,9
37,5,22,10
34,5,23,6
36,5,23,8
37,5,23,9
38,5,23,10
33,5,24,4
34,5,24,5
35,5,24,6
36,5,24,7
37,5,24,8
38,5,24,9
39,5,24,10
34,5,25,4
35,5,25,5
36,5,25,6
37,5,25,7
38,5,25,8
39,5,25,9
36,5,26,5
37,5,26,6
38,5,26,7
39,5,26,8
36,6,22,8
37,6,22,9
34,6,23,5
35,6,23,6
36,6,23,7
37,6,23,8
38,6,23,9
39,6,23,10
34,6,24,4
35,6,24,5
36,6,24,6
37,6,24,7
38,6,24,8
39,6,24,9
40,6,24,10
35,6,25,4
36,6,25,5
37,6,25,6
38,6,25,7
39,6,25,8
40,6,25,9
37,6,26,5
38,6,26,6
39,6,26,7
40,6,26,8
35,7,23,5
36,7,23,6
37,7,23,7
38,7,23,8
39,7,23,9
35,7,24,4
36,7,24,5
37,7,24,6
38,7,24,7
39,7,24,8
40,7,24,9
36,7,25,4
37,7,25,5
38,7,25,6
39,7,25,7
40,7,25,8
41,7,25,9
38,7,26,5
39,7,26,6
40,7,26,7
41,7,26,8
36,8,23,5
37,8,23,6
38,8,23,7
39,8,23,8
40,8,23,9
37,8,24,5
38,8,24,6
39,8,24,7
40,8,24,8
41,8,24,9
38,8,25,5
39,8,25,6
40,8,25,7
41,8,25,8
39,8,26,5
40,8,26,6
41,8,26,7
37,9,22,6
38,9,22,7
37,9,23,5
38,9,23,6
39,9,23,7
40,9,23,8
38,9,24,5
39,9,24,6
40,9,24,7
41,9,24,8
39,9,25,5
40,9,25,6
41,9,25,7
42,9,25,8
40,9,26,5
41,9,26,6
42,9,26,7
43,9,26,8
38,10,22,6
39,10,22,7
40,10,22,8
38,10,23,5
39,10,23,6
40,10,23,7
41,10,23,8
42,10,23,9
39,10,24,5
40,10,24,6
41,10,24,7
42,10,24,8
43,10,24,9
40,10,25,5
41,10,25,6
42,10,25,7
43,10,25,8
41,10,26,5
42,10,26,6
43,10,26,7
44,10,26,8
39,11,21,7
40,11,21,8
38,11,22,5
39,11,22,6
40,11,22,7
41,11,22,8
42,11,22,9
38,11,23,4
39,11,23,5
40,11,23,6
41,11,23,7
42,11,23,8
43,11,23,9
39,11,24,4
40,11,24,5
41,11,24,6
42,11,24,7
43,11,24,8
44,11,24,9
40,11,25,4
41,11,25,5
42,11,25,6
43,11,25,7
44,11,25,8
42,11,26,5
43,11,26,6
44,11,26,7
