29,33,17
26,30,14
-10.1802,-1.10073,-6.57555
0.7
24,1,15,8
25,1,15,9
26,1,15,10
27,1,15,11
25,1,16,8
26,1,16,9
27,1,16,10
28,1,16,11
24,2,14,8
25,2,14,9
26,2,14,10
25,2,15,8
26,2,15,9
27,2,15,10
28,2,15,11
26,2,16,8
27,2,16,9
28,2,16,10
29,2,16,11
28,2,17,9
29,2,17,10
30,2,17,11
26,3,13,10
25,3,14,8
26,3,14,9
27,3,14,10
28,3,14,11
29,3,14,12
26,3,15,8
27,3,15,9
28,3,15,10
29,3,15,11
30,3,15,12
27,3,16,8
28,3,16,9
29,3,16,10
30,3,16,11
29,3,17,9
27,4,13,10
28,4,13,11
26,4,14,8
27,4,14,9
28,4,14,10
29,4,14,11
30,4,14,12
27,4,15,8
28,4,15,9
29,4,15,10
30,4,15,11
31,4,15,12
28,4,16,8
29,4,16,9
30,4,16,10
31,4,16,11
29,4,17,8
30,4,17,9
31,4,17,10
28,5,14,9
29,5,14,10
30,5,14,11
28,5,15,8
29,5,15,9
30,5,15,10
31,5,15,11
29,5,16,8
30,5,16,9
31,5,16,10
32,5,16,11
31,5,17,9
32,5,17,10
30,5,23,2
30,5,24,1
31,5,24,2
31,5,25,1
32,5,25,2
32,5,26,1
33,5,26,2
33,5,27,1
34,5,27,2
34,5,28,1
35,5,28,2
35,5,29,1
36,5,29,2
37,5,30,2
38,5,30,3
39,5,30,4
39,5,31,3
40,5,31,4
28,6,14,8
29,6,14,9
30,6,14,10
29,6,15,8
30,6,15,9
31,6,15,10
32,6,15,11
30,6,16,8
31,6,16,9
32,6,16,10
33,6,16,11
32,6,17,9
33,6,17,10
30,6,22,2
31,6,22,3
32,6,22,4
30,6,23,1
31,6,23,2
32,6,23,3
31,6,24,1
32,6,24,2
33,6,24,3
32,6,25,1
33,6,25,2
34,6,25,3
33,6,26,1
34,6,26,2
35,6,26,3
34,6,27,1
35,6,27,2
36,6,27,3
36,6,28,2
37,6,28,3
37,6,29,2
38,6,29,3
39,6,29,4
40,6,29,5
41,6,29,6
38,6,30,2
39,6,30,3
40,6,30,4
41,6,30,5
42,6,30,6
40,6,31,3
41,6,31,4
42,6,31,5
29,7,14,8
30,7,14,9
31,7,14,10
32,7,14,11
30,7,15,8
31,7,15,9
32,7,15,10
33,7,15,11
31,7,16,8
32,7,16,9
33,7,16,10
34,7,16,11
32,7,17,8
33,7,17,9
34,7,17,10
31,7,21,3
32,7,21,4
31,7,22,2
32,7,22,3
33,7,22,4
32,7,23,2
33,7,23,3
34,7,23,4
33,7,24,2
34,7,24,3
38,7,24,7
34,7,25,2
35,7,25,3
38,7,25,6
39,7,25,7
35,7,26,2
36,7,26,3
38,7,26,5
39,7,26,6
40,7,26,7
36,7,27,2
37,7,27,3
38,7,27,4
39,7,27,5
40,7,27,6
41,7,27,7
37,7,28,2
38,7,28,3
39,7,28,4
40,7,28,5
41,7,28,6
42,7,28,7
38,7,29,2
39,7,29,3
40,7,29,4
41,7,29,5
42,7,29,6
40,7,30,3
41,7,30,4
42,7,30,5
43,7,30,6
30,8,14,8
31,8,14,9
32,8,14,10
33,8,14,11
31,8,15,8
32,8,15,9
33,8,15,10
34,8,15,11
32,8,16,8
33,8,16,9
34,8,16,10
35,8,16,11
33,8,17,8
34,8,17,9
35,8,17,10
32,8,21,3
33,8,21,4
34,8,21,5
33,8,22,3
34,8,22,4
35,8,22,5
37,8,22,7
38,8,22,8
34,8,23,3
35,8,23,4
37,8,23,6
38,8,23,7
39,8,23,8
40,8,23,9
41,8,23,10
35,8,24,3
36,8,24,4
38,8,24,6
39,8,24,7
40,8,24,8
41,8,24,9
42,8,24,10
36,8,25,3
37,8,25,4
39,8,25,6
40,8,25,7
41,8,25,8
42,8,25,9
43,8,25,10
37,8,26,3
38,8,26,4
39,8,26,5
40,8,26,6
41,8,26,7
38,8,27,3
39,8,27,4
40,8,27,5
41,8,27,6
42,8,27,7
39,8,28,3
40,8,28,4
41,8,28,5
42,8,28,6
43,8,28,7
41,8,29,4
42,8,29,5
43,8,29,6
42,8,30,4
43,8,30,5
44,8,30,6
21,9,2,10
22,9,2,11
23,9,3,11
31,9,14,8
32,9,14,9
33,9,14,10
32,9,15,8
33,9,15,9
34,9,15,10
35,9,15,11
33,9,16,8
34,9,16,9
35,9,16,10
36,9,16,11
35,9,17,9
