31,23,13
28,20,10
-10.3521,-1.05,-4.63711
0.7
20,1,15,4
21,1,15,5
22,1,15,6
21,1,16,4
22,1,16,5
23,1,16,6
22,1,17,4
23,1,17,5
24,1,17,6
20,2,15,3
21,2,15,4
22,2,15,5
23,2,15,6
21,2,16,3
22,2,16,4
23,2,16,5
24,2,16,6
22,2,17,3
23,2,17,4
24,2,17,5
25,2,17,6
22,3,14,5
23,3,14,6
24,3,14,7
21,3,15,3
22,3,15,4
23,3,15,5
24,3,15,6
25,3,15,7
22,3,16,3
23,3,16,4
24,3,16,5
25,3,16,6
26,3,16,7
24,3,17,4
25,3,17,5
26,3,17,6
23,4,14,5
24,4,14,6
25,4,14,7
22,4,15,3
23,4,15,4
24,4,15,5
25,4,15,6
26,4,15,7
23,4,16,3
24,4,16,4
25,4,16,5
26,4,16,6
27,4,16,7
24,4,17,3
25,4,17,4
26,4,17,5
27,4,17,6
24,5,14,5
25,5,14,6
23,5,15,3
24,5,15,4
25,5,15,5
26,5,15,6
27,5,15,7
24,5,16,3
25,5,16,4
26,5,16,5
27,5,16,6
28,5,16,7
26,5,17,4
27,5,17,5
24,6,14,4
25,6,14,5
26,6,14,6
24,6,15,3
25,6,15,4
26,6,15,5
27,6,15,6
25,6,16,3
26,6,16,4
27,6,16,5
28,6,16,6
27,6,17,4
28,6,17,5
25,7,13,5
25,7,14,4
26,7,14,5
27,7,14,6
25,7,15,3
26,7,15,4
27,7,15,5
28,7,15,6
26,7,16,3
27,7,16,4
28,7,16,5
29,7,16,6
28,7,17,4
29,7,17,5
25,8,13,4
26,8,13,5
27,8,13,6
25,8,14,3
26,8,14,4
27,8,14,5
28,8,14,6
25,8,15,2
26,8,15,3
27,8,15,4
28,8,15,5
29,8,15,6
30,8,15,7
26,8,16,2
27,8,16,3
28,8,16,4
29,8,16,5
30,8,16,6
27,8,17,2
28,8,17,3
29,8,17,4
30,8,17,5
31,8,17,6
26,9,13,4
27,9,13,5
28,9,13,6
29,9,13,7
26,9,14,3
27,9,14,4
28,9,14,5
29,9,14,6
30,9,14,7
26,9,15,2
27,9,15,3
28,9,15,4
29,9,15,5
30,9,15,6
31,9,15,7
27,9,16,2
28,9,16,3
29,9,16,4
30,9,16,5
31,9,16,6
32,9,16,7
29,9,17,3
30,9,17,4
31,9,17,5
32,9,17,6
31,9,18,4
17,10,1,6
18,10,1,7
19,10,1,8
18,10,2,6
19,10,2,7
20,10,2,8
20,10,5,5
21,10,5,6
22,10,5,7
20,10,6,4
21,10,6,5
22,10,6,6
23,10,6,7
24,10,6,8
21,10,7,4
22,10,7,5
23,10,7,6
24,10,7,7
25,10,7,8
23,10,8,5
24,10,8,6
25,10,8,7
26,10,8,8
23,10,9,4
24,10,9,5
25,10,9,6
26,10,9,7
27,10,9,8
28,10,9,9
24,10,10,4
25,10,10,5
26,10,10,6
27,10,10,7
28,10,10,8
29,10,10,9
24,10,11,3
25,10,11,4
26,10,11,5
27,10,11,6
28,10,11,7
29,10,11,8
30,10,11,9
25,10,12,3
26,10,12,4
27,10,12,5
28,10,12,6
29,10,12,7
30,10,12,8
26,10,13,3
27,10,13,4
28,10,13,5
29,10,13,6
30,10,13,7
31,10,13,8
32,10,13,9
27,10,14,3
28,10,14,4
29,10,14,5
30,10,14,6
31,10,14,7
27,10,15,2
28,10,15,3
29,10,15,4
30,10,15,5
31,10,15,6
32,10,15,7
28,10,16,2
29,10,16,3
30,10,16,4
31,10,16,5
32,10,16,6
33,10,16,7
30,10,17,3
31,10,17,4
32,10,17,5
33,10,17,6
34,10,17,7
32,10,18,4
33,10,18,5
16,11,1,4
17,11,1,5
18,11,1,6
19,11,1,7
20,11,1,8
21,11,1,9
17,11,2,4
18,11,2,5
19,11,2,6
20,11,2,7
21,11,2,8
22,11,2,9
18,11,3,4
19,11,3,5
20,11,3,6
21,11,3,7
22,11,3,8
19,11,4,4
20,11,4,5
21,11,4,6
22,11,4,7
20,11,5,4
21,11,5,5
22,11,5,6
23,11,5,7
24,11,5,8
25,11,5,9
20,11,6,3
21,11,6,4
22,11,6,5
23,11,6,6
24,11,6,7
25,11,6,8
26,11,6,9
21,11,7,3
22,11,7,4
23,11,7,5
24,11,7,6
25,11,7,7
26,11,7,8
27,11,7,9
22,11,8,3
23,11,8,4
24,11,8,5
25,11,8,6
26,11,8,7
27,11,8,8
28,11,8,9
23,11,9,3
24,11,9,4
25,11,9,5
26,11,9,6
27,11,9,7
28,11,9,8
29,11,9,9
24,11,10,3
25,11,10,4
26,11,10,5
27,11,10,6
28,11,10,7
29,11,10,8
30,11,10,9
25,11,11,3
26,11,11,4
27,11,11,5
28,11,11,6
29,11,11,7
30,11,11,8
31,11,11,9
26,11,12,3
27,11,12,4
28,11,12,5
29,11,12,6
30,11,12,7
31,11,12,8
32,11,12,9
27,11,13,3
28,11,13,4
29,11,13,5
30,11,13,6
31,11,13,7
32,11,13,8
33,11,13,9
27,11,14,2
28,11,14,3
29,11,14,4
30,11,14,5
31,11,14,6
32,11,14,7
33,11,14,8
34,11,14,9
28,11,15,2
29,11,15,3
30,11,15,4
31,11,15,5
32,11,15,6
33,11,15,7
34,11,15,8
35,11,15,9
29,11,16,2
30,11,16,3
31,11,16,4
32,11,16,5
33,11,16,6
34,11,16,7
35,11,16,8
36,11,16,9
30,11,17,2
31,11,17,3
32,11,17,4
33,11,17,5
34,11,17,6
35,11,17,7
32,11,18,3
33,11,18,4
34,11,18,5
35,11,18,6
17,12,1,4
18,12,1,5
19,12,1,6
20,12,1,7
21,12,1,8
22,12,1,9
18,12,2,4
19,12,2,5
20,12,2,6
21,12,2,7
22,12,2,8
23,12,2,9
19,12,3,4
20,12,3,5
21,12,3,6
22,12,3,7
23,12,3,8
20,12,4,4
21,12,4,5
22,12,4,6
23,12,4,7
24,12,4,8
20,12,5,3
21,12,5,4
22,12,5,5
23,12,5,6
24,12,5,7
25,12,5,8
26,12,5,9
21,12,6,3
22,12,6,4
23,12,6,5
24,12,6,6
25,12,6,7
26,12,6,8
27,12,6,9
22,12,7,3
23,12,7,4
24,12,7,5
25,12,7,6
26,12,7,7
27,12,7,8
28,12,7,9
22,12,8,2
23,12,8,3
24,12,8,4
25,12,8,5
26,12,8,6
27,12,8,7
28,12,8,8
29,12,8,9
30,12,8,10
23,12,9,2
24,12,9,3
25,12,9,4
26,12,9,5
27,12,9,6
28,12,9,7
29,12,9,8
30,12,9,9
31,12,9,10
24,12,10,2
25,12,10,3
26,12,10,4
27,12,10,5
28,12,10,6
29,12,10,7
30,12,10,8
31,12,10,9
32,12,10,10
25,12,11,2
26,12,11,3
27,12,11,4
28,12,11,5
29,12,11,6
30,12,11,7
31,12,11,8
32,12,11,9
33,12,11,10
26,12,12,2
27,12,12,3
28,12,12,4
29,12,12,5
30,12,12,6
31,12,12,7
32,12,12,8
33,12,12,9
34,12,12,10
27,12,13,2
28,12,13,3
29,12,13,4
30,12,13,5
31,12,13,6
32,12,13,7
33,12,13,8
34,12,13,9
35,12,13,10
28,12,14,2
29,12,14,3
30,12,14,4
31,12,14,5
32,12,14,6
33,12,14,7
34,12,14,8
35,12,14,9
36,12,14,10
28,12,15,1
29,12,15,2
30,12,15,3
31,12,15,4
32,12,15,5
33,12,15,6
34,12,15,7
35,12,15,8
36,12,15,9
29,12,16,1
30,12,16,2
31,12,16,3
32,12,16,4
33,12,16,5
34,12,16,6
35,12,16,7
36,12,16,8
37,12,16,9
30,12,17,1
31,12,17,2
32,12,17,3
33,12,17,4
34,12,17,5
35,12,17,6
36,12,17,7
37,12,17,8
32,12,18,2
33,12,18,3
34,12,18,4
35,12,18,5
36,12,18,6
37,12,18,7
18,13,1,4
19,13,1,5
20,13,1,6
21,13,1,7
22,13,1,8
23,13,1,9
19,13,2,4
20,13,2,5
21,13,2,6
22,13,2,7
23,13,2,8
24,13,2,9
20,13,3,4
21,13,3,5
22,13,3,6
23,13,3,7
24,13,3,8
21,13,4,4
22,13,4,5
23,13,4,6
24,13,4,7
25,13,4,8
21,13,5,3
22,13,5,4
23,13,5,5
24,13,5,6
25,13,5,7
26,13,5,8
27,13,5,9
22,13,6,3
23,13,6,4
24,13,6,5
25,13,6,6
26,13,6,7
27,13,6,8
28,13,6,9
23,13,7,3
24,13,7,4
25,13,7,5
26,13,7,6
27,13,7,7
28,13,7,8
29,13,7,9
30,13,7,10
23,13,8,2
24,13,8,3
25,13,8,4
26,13,8,5
27,13,8,6
28,13,8,7
29,13,8,8
30,13,8,9
31,13,8,10
24,13,9,2
25,13,9,3
26,13,9,4
27,13,9,5
28,13,9,6
